time,lat,long,accuracy,num_uniwide_aps,strength,protocol,speed,freq,bssid,ip
1507691471527,-33.91760378,151.22933448,4.0,31,-80,n (MIMO-OFDM),78,2.0,08:cc:68:b4:9e:31,10.249.53.116
1507691471800,-33.91761025,151.22936121,4.0,31,-80,n (MIMO-OFDM),78,2.0,08:cc:68:b4:9e:31,10.249.53.116
1507691476814,-33.91761956,151.2294039,4.0,31,-84,n (MIMO-OFDM),78,2.0,08:cc:68:b4:9e:31,10.249.53.116
1507691480806,-33.91762579,151.22944591,4.0,27,-84,n (MIMO-OFDM),78,2.0,08:cc:68:b4:9e:31,10.249.53.116
1507691481822,-33.91762743,151.22946261,4.0,27,-84,g (OFDM),13,2.0,08:cc:68:b4:9e:31,10.249.53.116
1507691486768,-33.9176392,151.22951076,3.0,19,-58,g (OFDM),13,5.0,08:cc:68:b4:a3:de,10.249.53.116
1507691490805,-33.91765182,151.22956208,3.0,28,-66,n (MIMO-OFDM),108,5.0,08:cc:68:b4:a3:de,10.249.53.116
1507691494823,-33.91766714,151.22961861,3.0,25,-71,n (MIMO-OFDM),108,5.0,08:cc:68:b4:a3:de,10.249.53.116
1507691495896,-33.91767331,151.22963521,3.0,25,-71,n (MIMO-OFDM),108,5.0,f8:c2:88:bd:f1:de,10.249.53.116
1507691500811,-33.91768434,151.22968325,4.0,24,-67,n (MIMO-OFDM),81,5.0,f8:c2:88:bd:f1:de,10.249.53.116
1507691504718,-33.91769139,151.22974175,3.0,31,-74,g (OFDM),54,5.0,f8:c2:88:bd:f1:de,10.249.53.116
1507691507221,-33.91769856,151.22975723,4.0,31,-72,n (MIMO-OFDM),81,5.0,f8:c2:88:bd:f1:de,10.249.53.116
1507691510769,-33.91770732,151.2298116,4.0,32,-69,n (MIMO-OFDM),81,5.0,f8:c2:88:bd:f1:de,10.249.53.116
1507691511898,-33.91770999,151.2298348,3.0,32,-72,n (MIMO-OFDM),108,5.0,f8:c2:88:bd:f1:de,10.249.53.116
1507691513845,-33.91771615,151.22984354,4.0,32,-72,n (MIMO-OFDM),108,5.0,f8:c2:88:bd:f1:de,10.249.53.116
1507691518741,-33.91772592,151.22990106,3.0,29,-76,g (OFDM),27,5.0,f8:c2:88:bd:f1:de,10.249.53.116
1507691522660,-33.91773091,151.2299543,4.0,35,-72,g (OFDM),40,5.0,f8:c2:88:bd:f1:de,10.249.53.116
1507691523815,-33.91773924,151.2299791,3.0,35,-74,g (OFDM),40,5.0,f8:c2:88:bd:f1:de,10.249.53.116
1507691528616,-33.9177408,151.23004048,3.0,21,-70,g (OFDM),40,5.0,08:cc:68:b5:8c:7e,10.249.53.116
1507691532631,-33.91775526,151.23009927,4.0,29,-71,n (MIMO-OFDM),162,5.0,08:cc:68:b5:8c:7e,10.249.53.116
1507691535520,-33.91776612,151.23012801,5.0,29,-74,n (MIMO-OFDM),108,5.0,08:cc:68:b5:8c:7e,10.249.53.116
1507691535793,-33.91777258,151.23015896,4.0,29,-74,n (MIMO-OFDM),108,5.0,08:cc:68:b5:8c:7e,10.249.53.116
1507691537865,-33.91777959,151.23018214,4.0,29,-74,n (MIMO-OFDM),108,5.0,08:cc:68:b5:8c:7e,10.249.53.116
1507691541800,-33.91781051,151.23023685,4.0,36,-81,n (MIMO-OFDM),81,5.0,08:cc:68:b5:8c:7e,10.249.53.116
1507691544758,-33.91781508,151.23026138,4.0,35,-81,g (OFDM),54,5.0,08:cc:68:b5:8c:7e,10.249.53.116
1507691547731,-33.91784771,151.2303062,4.0,35,-83,g (OFDM),54,5.0,08:cc:68:b5:8c:7e,10.249.53.116
1507691551826,-33.91788954,151.23035343,4.0,30,-86,g (OFDM),54,5.0,08:cc:68:b5:8c:7e,10.249.53.116
1507691554843,-33.91788625,151.23038898,3.0,29,-86,g (OFDM),54,5.0,08:cc:68:b5:8c:7e,10.249.53.116
1507691557861,-33.91790448,151.23043593,4.0,29,-85,g (OFDM),54,5.0,08:cc:68:b5:8c:7e,10.249.53.116
1507691562752,-33.91793272,151.23049156,4.0,34,-66,n (MIMO-OFDM),243,5.0,08:cc:68:b4:bf:fe,10.249.53.116
1507691566703,-33.91795008,151.23053842,3.0,37,-73,n (MIMO-OFDM),243,5.0,08:cc:68:b4:bf:fe,10.249.53.116
1507691569085,-33.91795927,151.23055357,3.0,37,-74,n (MIMO-OFDM),162,5.0,08:cc:68:b4:bf:fe,10.249.53.116
1507691571475,-33.91797337,151.23058116,3.0,37,-74,n (MIMO-OFDM),162,5.0,08:cc:68:b4:bf:fe,10.249.53.116
1507691571848,-33.91798061,151.2306071,3.0,37,-81,n (MIMO-OFDM),162,5.0,08:cc:68:b4:bf:fe,10.249.53.116
1507691576689,-33.91799474,151.23065614,3.0,31,-64,ac (MIMO-OFDM),324,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691580786,-33.91799319,151.23070514,4.0,39,-65,n (MIMO-OFDM),243,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691584838,-33.91800064,151.23075384,4.0,33,-70,n (MIMO-OFDM),243,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691588779,-33.91801663,151.23079758,4.0,32,-69,n (MIMO-OFDM),243,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691592783,-33.91802773,151.23082886,3.0,37,-71,n (MIMO-OFDM),216,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691596768,-33.91801147,151.23082691,3.0,35,-72,n (MIMO-OFDM),162,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691600911,-33.918003,151.23082822,4.0,35,-74,n (MIMO-OFDM),162,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691606693,-33.9179969,151.23083145,4.0,20,-66,n (MIMO-OFDM),108,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691610587,-33.91799677,151.23083185,4.0,26,-70,n (MIMO-OFDM),108,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691613526,-33.91799676,151.23083187,3.0,26,-70,n (MIMO-OFDM),108,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691613816,-33.9179963,151.23083252,3.0,26,-70,n (MIMO-OFDM),108,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691617841,-33.91799174,151.23082734,4.0,26,-74,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691621751,-33.9179944,151.23082331,3.0,27,-76,g (OFDM),27,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691624822,-33.91799225,151.23082583,4.0,22,-67,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691628656,-33.91798819,151.23082617,3.0,24,-71,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691632668,-33.917988,151.23082641,3.0,26,-69,g (OFDM),27,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691636756,-33.91798692,151.23082714,3.0,31,-68,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691641435,-33.91798604,151.23082798,3.0,31,-73,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691641825,-33.9179862,151.23082689,3.0,31,-73,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691643845,-33.9179833,151.23082768,3.0,31,-73,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691648708,-33.91797799,151.23081961,3.0,30,-76,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691652699,-33.91796844,151.23080318,3.0,28,-78,g (OFDM),27,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691653830,-33.91796793,151.23080307,3.0,28,-72,g (OFDM),27,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691657741,-33.91796833,151.23080379,3.0,21,-69,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691660735,-33.91796853,151.23080402,3.0,23,-70,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691664752,-33.91796876,151.23080435,3.0,25,-69,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691665846,-33.91796877,151.23080455,3.0,25,-73,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691669769,-33.91796903,151.2308046,3.0,25,-72,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691672766,-33.91796907,151.23080458,3.0,23,-74,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691675825,-33.91796904,151.23080629,3.0,23,-72,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691679699,-33.91796883,151.23080321,3.0,24,-75,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691682723,-33.91796961,151.23080024,3.0,19,-76,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691685894,-33.91797012,151.23078961,3.0,19,-79,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691689701,-33.91797541,151.2307952,3.0,16,-77,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691692759,-33.91797515,151.23079656,3.0,24,-77,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691695795,-33.91797483,151.23079691,3.0,24,-81,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691699760,-33.91797476,151.23079711,3.0,26,-79,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691702764,-33.91797468,151.23079717,3.0,25,-79,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691705819,-33.91797461,151.23079747,3.0,25,-77,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691710774,-33.91797455,151.23079747,3.0,28,-75,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691714662,-33.91797454,151.23079742,3.0,22,-76,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691715864,-33.9179745,151.23079738,3.0,22,-76,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691719775,-33.9179744,151.23079742,3.0,24,-73,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691722742,-33.9179744,151.2307975,3.0,24,-73,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691725822,-33.91797435,151.23079765,3.0,24,-74,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691729767,-33.91797448,151.23079776,3.0,26,-73,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691732737,-33.9179748,151.23079929,3.0,24,-72,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691735855,-33.91797545,151.230801,3.0,24,-83,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691740725,-33.91798193,151.23081267,3.0,31,-82,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691744715,-33.91798316,151.23081387,3.0,29,-77,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691745858,-33.91798324,151.23081421,3.0,29,-77,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691749746,-33.91798311,151.23081446,3.0,25,-79,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691752771,-33.9179831,151.2308146,3.0,26,-70,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691755864,-33.91798309,151.23081429,3.0,26,-82,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691759740,-33.91798315,151.23081365,3.0,24,-73,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691762715,-33.91798317,151.23081344,3.0,30,-75,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691765830,-33.91798321,151.23081306,3.0,30,-73,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691769707,-33.91798358,151.23081492,3.0,28,-74,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691772825,-33.91798367,151.23081396,3.0,31,-76,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691775819,-33.91799235,151.23081155,3.0,31,-77,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691779723,-33.91799846,151.23079979,3.0,28,-75,g (OFDM),13,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691782738,-33.9179993,151.23079911,3.0,23,-78,g (OFDM),13,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691785818,-33.91799922,151.23079926,3.0,23,-76,g (OFDM),27,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691789695,-33.91799921,151.2307992,3.0,23,-74,g (OFDM),13,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691792709,-33.91799915,151.23079916,3.0,23,-75,g (OFDM),27,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691795855,-33.91799917,151.2307993,3.0,23,-75,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691799760,-33.91799917,151.23079956,3.0,22,-77,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691802725,-33.91799917,151.23079958,3.0,26,-73,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691805877,-33.9180036,151.23078515,3.0,26,-79,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691809724,-33.9180102,151.23079365,3.0,29,-73,g (OFDM),27,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691812843,-33.91801273,151.23078821,3.0,24,-71,g (OFDM),27,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691815765,-33.91801501,151.23079522,3.0,24,-72,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691820674,-33.91801044,151.23079635,3.0,24,-75,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691824691,-33.91800986,151.23080243,3.0,29,-74,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691828640,-33.91800998,151.23080264,3.0,24,-72,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691834679,-33.91800996,151.23080265,3.0,17,-73,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691837207,-33.91800994,151.23080263,3.0,17,-73,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691840735,-33.91801003,151.230803,3.0,26,-73,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691844725,-33.91800997,151.23080404,3.0,27,-76,g (OFDM),27,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691847457,-33.9180131,151.23080868,3.0,27,-72,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691850904,-33.91801237,151.23078843,3.0,22,-67,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691854708,-33.91801402,151.23078356,3.0,27,-68,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691857743,-33.91801457,151.2307855,3.0,27,-68,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691861553,-33.91801461,151.23078553,3.0,26,-68,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691863909,-33.9180147,151.2307857,3.0,26,-70,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691867729,-33.91801521,151.23078628,4.0,25,-72,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691870831,-33.918006,151.23079878,3.0,22,-67,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691874712,-33.91800308,151.23080378,3.0,26,-68,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691875914,-33.91799718,151.23080548,3.0,26,-68,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691877875,-33.91799675,151.23080632,3.0,26,-71,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691882677,-33.91799353,151.23081378,3.0,23,-75,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691886751,-33.91799348,151.23081401,3.0,20,-76,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691887842,-33.91799359,151.23081387,3.0,20,-76,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691891573,-33.91799377,151.23081386,4.0,21,-78,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691894713,-33.91799382,151.23081382,3.0,22,-74,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691897847,-33.91799378,151.2308138,3.0,22,-76,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691901528,-33.91799376,151.23081379,3.0,24,-72,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691904686,-33.91799376,151.23081387,3.0,28,-75,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691907798,-33.91799383,151.23081391,3.0,28,-74,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691912635,-33.91799389,151.23081412,4.0,25,-77,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691916791,-33.9179939,151.23081415,4.0,25,-77,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691920753,-33.91799407,151.23081428,4.0,22,-77,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691924661,-33.91799372,151.23081455,3.0,25,-79,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691927855,-33.91799187,151.23081896,3.0,25,-75,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691932716,-33.91799247,151.23082327,3.0,25,-69,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691936789,-33.91799935,151.23082599,3.0,26,-74,n (MIMO-OFDM),81,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691937904,-33.91800405,151.23082291,3.0,26,-73,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691941886,-33.91800404,151.23082461,3.0,23,-70,g (OFDM),54,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691946706,-33.91799938,151.23082474,3.0,37,-70,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691949895,-33.91800629,151.23082043,3.0,37,-78,g (OFDM),40,5.0,08:cc:68:b4:7b:ea,10.249.53.116
1507691954827,-33.91800045,151.23081146,3.0,42,-70,n (MIMO-OFDM),243,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691958823,-33.91801141,151.23080343,3.0,40,-65,n (MIMO-OFDM),216,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691962809,-33.91800493,151.23080328,3.0,43,-65,n (MIMO-OFDM),243,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691966811,-33.9180126,151.2308039,3.0,41,-66,n (MIMO-OFDM),243,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691970984,-33.91800848,151.23080034,3.0,41,-73,n (MIMO-OFDM),121,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691973813,-33.91800489,151.23084629,4.0,41,-72,n (MIMO-OFDM),121,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691977805,-33.9180145,151.23090719,3.0,37,-76,n (MIMO-OFDM),121,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691980944,-33.91801403,151.23092712,3.0,30,-77,n (MIMO-OFDM),81,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691983905,-33.91802226,151.23095439,4.0,30,-79,n (MIMO-OFDM),81,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691987768,-33.91804134,151.23097193,4.0,26,-81,n (MIMO-OFDM),81,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691990842,-33.91803814,151.23098189,4.0,29,-82,n (MIMO-OFDM),81,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691993837,-33.91805525,151.23099469,4.0,29,-81,g (OFDM),40,5.0,08:cc:68:b5:30:9e,10.249.53.116
1507691997722,-33.91809743,151.23098399,4.0,22,-69,n (MIMO-OFDM),162,5.0,d0:72:dc:04:b9:0e,10.249.53.116
1507692000685,-33.91811875,151.23099079,3.0,16,-69,n (MIMO-OFDM),162,5.0,d0:72:dc:04:b9:0e,10.249.53.116
1507692004595,-33.91816967,151.23099302,3.0,25,-65,n (MIMO-OFDM),162,5.0,d0:72:dc:04:b9:0e,10.249.53.116
1507692008767,-33.91820595,151.23100881,3.0,23,-64,n (MIMO-OFDM),162,5.0,d0:72:dc:04:b9:0e,10.249.53.116
1507692012711,-33.91824084,151.23102313,3.0,15,-66,n (MIMO-OFDM),162,5.0,d0:72:dc:04:b9:0e,10.249.53.116
1507692015821,-33.91827584,151.23103076,3.0,15,-70,n (MIMO-OFDM),108,5.0,d0:72:dc:04:b9:0e,10.249.53.116
1507692020767,-33.91830761,151.23102713,3.0,17,-82,n (MIMO-OFDM),162,5.0,d0:72:dc:04:b9:0e,10.249.53.116
1507692024695,-33.91835185,151.23103122,4.0,18,-86,g (OFDM),40,5.0,d0:72:dc:04:b9:0e,10.249.53.116
1507692028663,-33.9183922,151.2310209,5.0,18,-85,g (OFDM),40,5.0,d0:72:dc:04:b9:0e,10.249.53.116
1507692032664,-33.91845051,151.23104603,5.0,16,-83,g (OFDM),13,5.0,d0:72:dc:04:b9:0e,10.249.53.116
1507692037842,-33.91846911,151.23102737,5.0,16,-83,g (OFDM),13,5.0,d0:72:dc:04:b9:0e,10.249.53.116
1507692040816,-33.9184959,151.23101867,5.0,16,-83,g (OFDM),13,5.0,d0:72:dc:04:b9:0e,10.249.53.116
1507692044785,-33.91855543,151.23101853,5.0,17,-83,g (OFDM),13,5.0,d0:72:dc:04:b9:0e,10.249.53.116
1507692045830,-33.91858428,151.23101009,5.0,17,-83,g (OFDM),13,5.0,d0:72:dc:04:b9:0e,10.249.53.116
1507692050640,-33.91862313,151.23098523,4.0,17,-83,g (OFDM),13,5.0,08:cc:68:b5:86:8e,10.249.53.116
1507692054780,-33.91865609,151.23095459,4.0,18,-83,g (OFDM),13,5.0,08:cc:68:b5:86:8e,10.249.53.116
1507692058757,-33.91868859,151.23092067,3.0,22,-83,g (OFDM),13,5.0,08:cc:68:b5:86:8e,10.249.53.116
1507692062836,-33.91869133,151.23087075,4.0,17,-83,g (OFDM),13,5.0,08:cc:68:b5:86:8e,10.249.53.116
